moisture,spring_stiffness,displacement_screw_setting,motor_speed,video_id,crack_type
7,2000,0.22,60,GH013028,open_crack
7,2000,0.22,60,GH013029,open_crack
7,2000,0.22,60,GH013030,open_crack
7,2000,0.22,60,GH013031,open_crack
7,2000,0.22,60,GH013032,open_crack
7,2000,0.22,60,GH013033,open_crack
7,2000,0.36,60,GH013036,untouched
7,2000,0.36,60,GH013037,longitudinal_between_25_50%
7,2000,0.36,60,GH013038,longitudinal_between_25_50%
7,2000,0.36,60,GH013034,longitudinal_between_50_75%
7,2000,0.36,60,GH013039,longitudinal_between_50_75%
7,2000,0.36,60,GH013035,longitudinal_more_than_75%
7,2000,0.36,60,GH013034,circumferential_between_25_50%
7,2000,0.36,60,GH013035,circumferential_between_25_50%
7,2000,0.36,60,GH013037,circumferential_between_25_50%
7,2000,0.36,60,GH013038,circumferential_between_25_50%
7,2000,0.36,60,GH013039,circumferential_between_25_50%
7,2000,0.36,60,GH013034,open_crack
7,2000,0.36,60,GH013037,open_crack
7,2000,0.36,60,GH013038,open_crack
7,2000,0.36,60,GH013039,open_crack
7,2000,0.36,45,GH013044,untouched
7,2000,0.36,45,GH013040,longitudinal_between_50_75%
7,2000,0.36,45,GH013041,longitudinal_between_50_75%
7,2000,0.36,45,GH013042,longitudinal_between_50_75%
7,2000,0.36,45,GH013043,longitudinal_between_50_75%
7,2000,0.36,45,GH013045,longitudinal_more_than_75%
7,2000,0.36,45,GH013040,circumferential_less_than_25%
7,2000,0.36,45,GH013041,circumferential_less_than_25%
7,2000,0.36,45,GH013042,circumferential_less_than_25%
7,2000,0.36,45,GH013043,circumferential_less_than_25%
7,2000,0.36,45,GH013045,circumferential_less_than_25%
7,2000,0.36,45,GH013045,circumferential_more_than_75%
7,2000,0.22,45,GH013051,longitudinal_between_50_75%
7,2000,0.22,45,GH013046,longitudinal_more_than_75%
7,2000,0.22,45,GH013047,longitudinal_more_than_75%
7,2000,0.22,45,GH013048,longitudinal_more_than_75%
7,2000,0.22,45,GH013049,longitudinal_more_than_75%
7,2000,0.22,45,GH013050,longitudinal_more_than_75%
7,2000,0.22,45,GH013046,circumferential_between_50_75%
7,2000,0.22,45,GH013050,circumferential_between_50_75%
7,2000,0.22,45,GH013051,circumferential_between_50_75%
7,2000,0.22,45,GH013047,circumferential_more_than_75%
7,2000,0.22,45,GH013048,circumferential_more_than_75%
7,2000,0.22,45,GH013049,circumferential_more_than_75%
7,2000,0.22,45,GH013046,open_crack
7,2000,0.22,45,GH013047,open_crack
7,2000,0.22,45,GH013048,open_crack
7,2000,0.22,45,GH013049,open_crack
7,2000,0.22,45,GH013050,open_crack
7,2000,0.22,45,GH013051,open_crack
7,2000,0.29,30,GH013055,longitudinal_between_25_50%
7,2000,0.29,30,GH013052,longitudinal_between_50_75%
7,2000,0.29,30,GH013056,longitudinal_between_50_75%
7,2000,0.29,30,GH013053,longitudinal_more_than_75%
7,2000,0.29,30,GH013054,longitudinal_more_than_75%
7,2000,0.29,30,GH013057,longitudinal_more_than_75%
7,2000,0.29,30,GH013056,circumferential_between_25_50%
7,2000,0.29,30,GH013052,circumferential_between_50_75%
7,2000,0.29,30,GH013053,circumferential_between_50_75%
7,2000,0.29,30,GH013054,circumferential_between_50_75%
7,2000,0.29,30,GH013057,circumferential_between_50_75%
7,2000,0.29,30,GH013055,circumferential_more_than_75%
7,2000,0.29,30,GH013052,open_crack
7,2000,0.29,30,GH013053,open_crack
7,2000,0.29,30,GH013054,open_crack
7,2000,0.29,30,GH013055,open_crack
7,2000,0.29,30,GH013056,open_crack
7,2000,0.29,30,GH013057,open_crack
7,2000,0.22,30,GH013058,longitudinal_more_than_75%
7,2000,0.22,30,GH013059,longitudinal_more_than_75%
7,2000,0.22,30,GH013060,longitudinal_more_than_75%
7,2000,0.22,30,GH013061,longitudinal_more_than_75%
7,2000,0.22,30,GH013062,longitudinal_more_than_75%
7,2000,0.22,30,GH013063,longitudinal_more_than_75%
7,2000,0.22,30,GH013059,circumferential_between_50_75%
7,2000,0.22,30,GH013060,circumferential_between_50_75%
7,2000,0.22,30,GH013063,circumferential_between_50_75%
7,2000,0.22,30,GH013058,circumferential_more_than_75%
7,2000,0.22,30,GH013061,circumferential_more_than_75%
7,2000,0.22,30,GH013062,circumferential_more_than_75%
7,2000,0.22,30,GH013058,open_crack
7,2000,0.22,30,GH013059,open_crack
7,2000,0.22,30,GH013060,open_crack
7,2000,0.22,30,GH013061,open_crack
7,2000,0.22,30,GH013062,open_crack
7,2000,0.22,30,GH013063,open_crack
7,2000,0.29,45,GH013066,untouched
7,2000,0.29,45,GH013067,longitudinal_between_50_75%
7,2000,0.29,45,GH013064,longitudinal_more_than_75%
7,2000,0.29,45,GH013065,longitudinal_more_than_75%
7,2000,0.29,45,GH013068,longitudinal_more_than_75%
7,2000,0.29,45,GH013069,longitudinal_more_than_75%
7,2000,0.29,45,GH013067,circumferential_less_than_25%
7,2000,0.29,45,GH013065,circumferential_between_25_50%
7,2000,0.29,45,GH013068,circumferential_between_25_50%
7,2000,0.29,45,GH013064,circumferential_between_50_75%
7,2000,0.29,45,GH013069,circumferential_between_50_75%
7,2000,0.29,45,GH013069,circumferential_more_than_75%
7,2000,0.29,60,GH013071,longitudinal_between_50_75%
7,2000,0.29,60,GH013075,longitudinal_between_50_75%
7,2000,0.29,60,GH013070,longitudinal_more_than_75%
7,2000,0.29,60,GH013072,longitudinal_more_than_75%
7,2000,0.29,60,GH013073,longitudinal_more_than_75%
7,2000,0.29,60,GH013074,longitudinal_more_than_75%
7,2000,0.29,60,GH013071,circumferential_less_than_25%
7,2000,0.29,60,GH013072,circumferential_less_than_25%
7,2000,0.29,60,GH013070,circumferential_between_25_50%
7,2000,0.29,60,GH013075,circumferential_between_25_50%
7,2000,0.29,60,GH013073,circumferential_between_50_75%
7,2000,0.29,60,GH013074,circumferential_between_50_75%
7,2000,0.29,60,GH013070,open_crack
7,2000,0.29,60,GH013072,open_crack
7,2000,0.29,60,GH013073,open_crack
7,2000,0.29,60,GH013074,open_crack
7,2000,0.29,60,GH013075,open_crack
7,2000,0.22,45,GH013076,longitudinal_more_than_75%
7,2000,0.22,45,GH013077,longitudinal_more_than_75%
7,2000,0.22,45,GH013078,longitudinal_more_than_75%
7,2000,0.22,45,GH013079,longitudinal_more_than_75%
7,2000,0.22,45,GH013080,longitudinal_more_than_75%
7,2000,0.22,45,GH013081,longitudinal_more_than_75%
7,2000,0.22,45,GH013076,circumferential_between_50_75%
7,2000,0.22,45,GH013078,circumferential_between_50_75%
7,2000,0.22,45,GH013081,circumferential_between_50_75%
7,2000,0.22,45,GH013077,circumferential_more_than_75%
7,2000,0.22,45,GH013079,circumferential_more_than_75%
7,2000,0.22,45,GH013080,circumferential_more_than_75%
7,2000,0.22,45,GH013076,open_crack
7,2000,0.22,45,GH013077,open_crack
7,2000,0.22,45,GH013078,open_crack
7,2000,0.22,45,GH013079,open_crack
7,2000,0.22,45,GH013080,open_crack
7,2000,0.22,45,GH013081,open_crack
7,2000,0.36,60,GH013082,untouched
7,2000,0.36,60,GH013084,longitudinal_between_50_75%
7,2000,0.36,60,GH013086,longitudinal_between_50_75%
7,2000,0.36,60,GH013083,longitudinal_more_than_75%
7,2000,0.36,60,GH013085,longitudinal_more_than_75%
7,2000,0.36,60,GH013087,longitudinal_more_than_75%
7,2000,0.36,60,GH013084,circumferential_less_than_25%
7,2000,0.36,60,GH013086,circumferential_less_than_25%
7,2000,0.36,60,GH013085,circumferential_between_25_50%
7,2000,0.36,60,GH013087,circumferential_between_25_50%
7,2000,0.36,60,GH013083,circumferential_between_50_75%
7,2000,0.36,60,GH013083,open_crack
7,2000,0.36,60,GH013086,open_crack
7,2000,0.22,60,GH013088,longitudinal_more_than_75%
7,2000,0.22,60,GH013089,longitudinal_more_than_75%
7,2000,0.22,60,GH013090,longitudinal_more_than_75%
7,2000,0.22,60,GH013091,longitudinal_more_than_75%
7,2000,0.22,60,GH013092,longitudinal_more_than_75%
7,2000,0.22,60,GH013093,longitudinal_more_than_75%
7,2000,0.22,60,GH013088,circumferential_more_than_75%
7,2000,0.22,60,GH013089,circumferential_more_than_75%
7,2000,0.22,60,GH013090,circumferential_more_than_75%
7,2000,0.22,60,GH013091,circumferential_more_than_75%
7,2000,0.22,60,GH013092,circumferential_more_than_75%
7,2000,0.22,60,GH013093,circumferential_more_than_75%
7,2000,0.22,60,GH013088,open_crack
7,2000,0.22,60,GH013089,open_crack
7,2000,0.22,60,GH013090,open_crack
7,2000,0.22,60,GH013091,open_crack
7,2000,0.22,60,GH013092,open_crack
7,2000,0.22,60,GH013093,open_crack
7,2000,0.22,60,GH013088,crushed
7,2000,0.22,30,GH013094,longitudinal_more_than_75%
7,2000,0.22,30,GH013095,longitudinal_more_than_75%
7,2000,0.22,30,GH013096,longitudinal_more_than_75%
7,2000,0.22,30,GH013097,longitudinal_more_than_75%
7,2000,0.22,30,GH013098,longitudinal_more_than_75%
7,2000,0.22,30,GH013099,longitudinal_more_than_75%
7,2000,0.22,30,GH013098,circumferential_between_50_75%
7,2000,0.22,30,GH013099,circumferential_between_50_75%
7,2000,0.22,30,GH013094,circumferential_more_than_75%
7,2000,0.22,30,GH013095,circumferential_more_than_75%
7,2000,0.22,30,GH013096,circumferential_more_than_75%
7,2000,0.22,30,GH013097,circumferential_more_than_75%
7,2000,0.22,30,GH013094,open_crack
7,2000,0.22,30,GH013095,open_crack
7,2000,0.22,30,GH013096,open_crack
7,2000,0.22,30,GH013097,open_crack
7,2000,0.22,30,GH013098,open_crack
7,2000,0.22,30,GH013099,open_crack
7,2000,0.36,45,GH013103,untouched
7,2000,0.36,45,GH013100,longitudinal_more_than_75%
7,2000,0.36,45,GH013101,longitudinal_more_than_75%
7,2000,0.36,45,GH013102,longitudinal_more_than_75%
7,2000,0.36,45,GH013104,longitudinal_more_than_75%
7,2000,0.36,45,GH013105,longitudinal_more_than_75%
7,2000,0.36,45,GH013100,circumferential_less_than_25%
7,2000,0.36,45,GH013101,circumferential_less_than_25%
7,2000,0.36,45,GH013102,circumferential_less_than_25%
7,2000,0.36,45,GH013104,circumferential_between_25_50%
7,2000,0.36,45,GH013105,circumferential_between_25_50%
7,2000,0.36,45,GH013104,open_crack
7,2000,0.29,45,GH013110,longitudinal_between_50_75%
7,2000,0.29,45,GH013106,longitudinal_more_than_75%
7,2000,0.29,45,GH013107,longitudinal_more_than_75%
7,2000,0.29,45,GH013108,longitudinal_more_than_75%
7,2000,0.29,45,GH013109,longitudinal_more_than_75%
7,2000,0.29,45,GH013111,longitudinal_more_than_75%
7,2000,0.29,45,GH013106,circumferential_less_than_25%
7,2000,0.29,45,GH013110,circumferential_between_25_50%
7,2000,0.29,45,GH013108,circumferential_between_50_75%
7,2000,0.29,45,GH013107,circumferential_more_than_75%
7,2000,0.29,45,GH013109,circumferential_more_than_75%
7,2000,0.29,45,GH013111,circumferential_more_than_75%
7,2000,0.29,45,GH013107,open_crack
7,2000,0.29,45,GH013108,open_crack
7,2000,0.29,45,GH013109,open_crack
7,2000,0.29,45,GH013110,open_crack
7,2000,0.29,45,GH013111,open_crack
7,2000,0.36,30,GH013116,longitudinal_less_than_25%
7,2000,0.36,30,GH013112,longitudinal_between_50_75%
7,2000,0.36,30,GH013114,longitudinal_between_50_75%
7,2000,0.36,30,GH013115,longitudinal_between_50_75%
7,2000,0.36,30,GH013117,longitudinal_between_50_75%
7,2000,0.36,30,GH013113,longitudinal_more_than_75%
7,2000,0.36,30,GH013112,circumferential_less_than_25%
7,2000,0.36,30,GH013114,circumferential_less_than_25%
7,2000,0.36,30,GH013115,circumferential_less_than_25%
7,2000,0.36,30,GH013116,circumferential_less_than_25%
7,2000,0.36,30,GH013117,circumferential_less_than_25%
7,2000,0.36,30,GH013113,circumferential_between_25_50%
7,2000,0.36,30,GH013113,open_crack
7,2000,0.29,60,GH013118,longitudinal_more_than_75%
7,2000,0.29,60,GH013119,longitudinal_more_than_75%
7,2000,0.29,60,GH013120,longitudinal_more_than_75%
7,2000,0.29,60,GH013121,longitudinal_more_than_75%
7,2000,0.29,60,GH013122,longitudinal_more_than_75%
7,2000,0.29,60,GH013123,longitudinal_more_than_75%
7,2000,0.29,60,GH013118,circumferential_between_25_50%
7,2000,0.29,60,GH013119,circumferential_between_25_50%
7,2000,0.29,60,GH013122,circumferential_between_25_50%
7,2000,0.29,60,GH013120,circumferential_between_50_75%
7,2000,0.29,60,GH013121,circumferential_between_50_75%
7,2000,0.29,60,GH013123,circumferential_between_50_75%
7,2000,0.29,60,GH013118,open_crack
7,2000,0.29,60,GH013119,open_crack
7,2000,0.29,60,GH013120,open_crack
7,2000,0.29,60,GH013121,open_crack
7,2000,0.29,60,GH013122,open_crack
7,2000,0.29,60,GH013123,open_crack
7,2000,0.29,30,GH013128,longitudinal_between_50_75%
7,2000,0.29,30,GH013124,longitudinal_more_than_75%
7,2000,0.29,30,GH013125,longitudinal_more_than_75%
7,2000,0.29,30,GH013126,longitudinal_more_than_75%
7,2000,0.29,30,GH013127,longitudinal_more_than_75%
7,2000,0.29,30,GH013129,longitudinal_more_than_75%
7,2000,0.29,30,GH013124,circumferential_between_25_50%
7,2000,0.29,30,GH013125,circumferential_between_25_50%
7,2000,0.29,30,GH013128,circumferential_between_25_50%
7,2000,0.29,30,GH013126,circumferential_between_50_75%
7,2000,0.29,30,GH013127,circumferential_between_50_75%
7,2000,0.29,30,GH013129,circumferential_between_50_75%
7,2000,0.29,30,GH013124,open_crack
7,2000,0.29,30,GH013125,open_crack
7,2000,0.29,30,GH013126,open_crack
7,2000,0.29,30,GH013127,open_crack
7,2000,0.29,30,GH013129,open_crack
7,2200,0.36,45,*GH013975,longitudinal_less_than_25%
7,2200,0.36,45,*GH013973,longitudinal_between_50_75%
7,2200,0.36,45,*GH013976,longitudinal_between_50_75%
7,2200,0.36,45,*GH013971,longitudinal_more_than_75%
7,2200,0.36,45,*GH013972,longitudinal_more_than_75%
7,2200,0.36,45,*GH013974,longitudinal_more_than_75%
7,2200,0.36,45,*GH013973,circumferential_less_than_25%
7,2200,0.36,45,*GH013974,circumferential_between_25_50%
7,2200,0.36,45,*GH013976,circumferential_between_25_50%
7,2200,0.36,45,*GH013975,circumferential_between_50_75%
7,2200,0.36,45,*GH013971,circumferential_more_than_75%
7,2200,0.36,45,*GH013972,circumferential_more_than_75%
7,2200,0.36,45,*GH013971,open_crack
7,2200,0.36,45,*GH013972,open_crack
7,2200,0.36,45,*GH013976,open_crack
7,2200,0.36,45,*GH013972,crushed
7,2200,0.22,30,*GH013977,longitudinal_more_than_75%
7,2200,0.22,30,*GH013978,longitudinal_more_than_75%
7,2200,0.22,30,*GH013979,longitudinal_more_than_75%
7,2200,0.22,30,*GH013980,longitudinal_more_than_75%
7,2200,0.22,30,*GH013981,longitudinal_more_than_75%
7,2200,0.22,30,*GH013982,longitudinal_more_than_75%
7,2200,0.22,30,*GH013981,circumferential_between_50_75%
7,2200,0.22,30,*GH013977,circumferential_more_than_75%
7,2200,0.22,30,*GH013978,circumferential_more_than_75%
7,2200,0.22,30,*GH013979,circumferential_more_than_75%
7,2200,0.22,30,*GH013980,circumferential_more_than_75%
7,2200,0.22,30,*GH013981,circumferential_more_than_75%
7,2200,0.22,30,*GH013982,circumferential_more_than_75%
7,2200,0.22,30,*GH013977,open_crack
7,2200,0.22,30,*GH013978,open_crack
7,2200,0.22,30,*GH013979,open_crack
7,2200,0.22,30,*GH013980,open_crack
7,2200,0.22,30,*GH013981,open_crack
7,2200,0.22,30,*GH013982,open_crack
7,2200,0.22,30,*GH013977,crushed
7,2200,0.22,30,*GH013980,crushed
7,2200,0.36,30,*GH013988,longitudinal_between_25_50%
7,2200,0.36,30,*GH013983,longitudinal_between_50_75%
7,2200,0.36,30,*GH013986,longitudinal_between_50_75%
7,2200,0.36,30,*GH013984,longitudinal_more_than_75%
7,2200,0.36,30,*GH013985,longitudinal_more_than_75%
7,2200,0.36,30,*GH013987,longitudinal_more_than_75%
7,2200,0.36,30,*GH013983,circumferential_less_than_25%
7,2200,0.36,30,*GH013986,circumferential_less_than_25%
7,2200,0.36,30,*GH013987,circumferential_less_than_25%
7,2200,0.36,30,*GH013988,circumferential_less_than_25%
7,2200,0.36,30,*GH013985,circumferential_between_25_50%
7,2200,0.36,30,*GH013984,circumferential_between_50_75%
7,2200,0.36,30,*GH013984,open_crack
7,2200,0.36,30,*GH013985,open_crack
7,2200,0.36,30,*GH013987,open_crack
7,2200,0.29,30,*GH013989,longitudinal_more_than_75%
7,2200,0.29,30,*GH013990,longitudinal_more_than_75%
7,2200,0.29,30,*GH013991,longitudinal_more_than_75%
7,2200,0.29,30,*GH013992,longitudinal_more_than_75%
7,2200,0.29,30,*GH013993,longitudinal_more_than_75%
7,2200,0.29,30,*GH013989,circumferential_between_25_50%
7,2200,0.29,30,*GH013991,circumferential_between_50_75%
7,2200,0.29,30,*GH013990,circumferential_more_than_75%
7,2200,0.29,30,*GH013992,circumferential_more_than_75%
7,2200,0.29,30,*GH013993,circumferential_more_than_75%
7,2200,0.29,30,*GH013989,open_crack
7,2200,0.29,30,*GH013990,open_crack
7,2200,0.29,30,*GH013991,open_crack
7,2200,0.29,30,*GH013992,open_crack
7,2200,0.29,30,*GH013993,open_crack
7,2200,0.22,45,*GH013994,longitudinal_more_than_75%
7,2200,0.22,45,*GH013995,longitudinal_more_than_75%
7,2200,0.22,45,*GH013996,longitudinal_more_than_75%
7,2200,0.22,45,*GH013997,longitudinal_more_than_75%
7,2200,0.22,45,*GH013998,longitudinal_more_than_75%
7,2200,0.22,45,*GH013999,longitudinal_more_than_75%
7,2200,0.22,45,*GH013995,circumferential_between_25_50%
7,2200,0.22,45,*GH013994,circumferential_more_than_75%
7,2200,0.22,45,*GH013996,circumferential_more_than_75%
7,2200,0.22,45,*GH013997,circumferential_more_than_75%
7,2200,0.22,45,*GH013998,circumferential_more_than_75%
7,2200,0.22,45,*GH013999,circumferential_more_than_75%
7,2200,0.22,45,*GH013994,open_crack
7,2200,0.22,45,*GH013995,open_crack
7,2200,0.22,45,*GH013996,open_crack
7,2200,0.22,45,*GH013997,open_crack
7,2200,0.22,45,*GH013998,open_crack
7,2200,0.22,45,*GH013999,open_crack
7,2200,0.22,45,*GH013997,crushed
7,2200,0.36,60,*GH014001,untouched
7,2200,0.36,60,*GH014003,longitudinal_between_50_75%
7,2200,0.36,60,*GH014000,longitudinal_more_than_75%
7,2200,0.36,60,*GH014002,longitudinal_more_than_75%
7,2200,0.36,60,*GH014004,longitudinal_more_than_75%
7,2200,0.36,60,*GH014005,longitudinal_more_than_75%
7,2200,0.36,60,*GH014005,circumferential_less_than_25%
7,2200,0.36,60,*GH014002,circumferential_between_25_50%
7,2200,0.36,60,*GH014003,circumferential_between_25_50%
7,2200,0.36,60,*GH014004,circumferential_between_25_50%
7,2200,0.36,60,*GH014000,circumferential_more_than_75%
7,2200,0.36,60,*GH014000,open_crack
7,2200,0.36,60,*GH014004,open_crack
7,2200,0.29,60,*GH014007,longitudinal_more_than_75%
7,2200,0.29,60,*GH014007,longitudinal_more_than_75%
7,2200,0.29,60,*GH014008,longitudinal_more_than_75%
7,2200,0.29,60,*GH014009,longitudinal_more_than_75%
7,2200,0.29,60,*GH014010,longitudinal_more_than_75%
7,2200,0.29,60,*GH014011,longitudinal_more_than_75%
7,2200,0.29,60,*GH014006,circumferential_between_50_75%
7,2200,0.29,60,*GH014008,circumferential_between_50_75%
7,2200,0.29,60,*GH014009,circumferential_between_50_75%
7,2200,0.29,60,*GH014010,circumferential_between_50_75%
7,2200,0.29,60,*GH014007,circumferential_more_than_75%
7,2200,0.29,60,*GH014011,circumferential_more_than_75%
7,2200,0.29,60,*GH014006,open_crack
7,2200,0.29,60,*GH014007,open_crack
7,2200,0.29,60,*GH014008,open_crack
7,2200,0.29,60,*GH014009,open_crack
7,2200,0.29,60,*GH014010,open_crack
7,2200,0.29,60,*GH014011,open_crack
7,2200,0.22,60,*GH014012,longitudinal_more_than_75%
7,2200,0.22,60,*GH014013,longitudinal_more_than_75%
7,2200,0.22,60,*GH014014,longitudinal_more_than_75%
7,2200,0.22,60,*GH014015,longitudinal_more_than_75%
7,2200,0.22,60,*GH014016,longitudinal_more_than_75%
7,2200,0.22,60,*GH014017,longitudinal_more_than_75%
7,2200,0.22,60,*GH014013,circumferential_between_50_75%
7,2200,0.22,60,*GH014012,circumferential_more_than_75%
7,2200,0.22,60,*GH014014,circumferential_more_than_75%
7,2200,0.22,60,*GH014015,circumferential_more_than_75%
7,2200,0.22,60,*GH014016,circumferential_more_than_75%
7,2200,0.22,60,*GH014017,circumferential_more_than_75%
7,2200,0.22,60,*GH014012,open_crack
7,2200,0.22,60,*GH014013,open_crack
7,2200,0.22,60,*GH014014,open_crack
7,2200,0.22,60,*GH014015,open_crack
7,2200,0.22,60,*GH014016,open_crack
7,2200,0.22,60,*GH014017,open_crack
7,2200,0.29,45,*GH014021,longitudinal_between_50_75%
7,2200,0.29,45,*GH014018,longitudinal_more_than_75%
7,2200,0.29,45,*GH014019,longitudinal_more_than_75%
7,2200,0.29,45,*GH014020,longitudinal_more_than_75%
7,2200,0.29,45,*GH014022,longitudinal_more_than_75%
7,2200,0.29,45,*GH014021,circumferential_between_25_50%
7,2200,0.29,45,*GH014019,circumferential_between_50_75%
7,2200,0.29,45,*GH014020,circumferential_between_50_75%
7,2200,0.29,45,*GH014018,circumferential_more_than_75%
7,2200,0.29,45,*GH014022,circumferential_more_than_75%
7,2200,0.29,45,*GH014018,open_crack
7,2200,0.29,45,*GH014019,open_crack
7,2200,0.29,45,*GH014020,open_crack
7,2200,0.29,45,*GH014021,open_crack
7,2200,0.29,45,*GH014022,open_crack
7,2200,0.29,45,*GH014018,crushed
7,2200,0.36,30,*GH014028,longitudinal_between_25_50%
7,2200,0.36,30,*GH014024,longitudinal_between_50_75%
7,2200,0.36,30,*GH014023,longitudinal_more_than_75%
7,2200,0.36,30,*GH014025,longitudinal_more_than_75%
7,2200,0.36,30,*GH014026,longitudinal_more_than_75%
7,2200,0.36,30,*GH014027,longitudinal_more_than_75%
7,2200,0.36,30,*GH014024,circumferential_less_than_25%
7,2200,0.36,30,*GH014027,circumferential_less_than_25%
7,2200,0.36,30,*GH014028,circumferential_less_than_25%
7,2200,0.36,30,*GH014025,circumferential_between_25_50%
7,2200,0.36,30,*GH014026,circumferential_between_25_50%
7,2200,0.36,30,*GH014023,circumferential_between_50_75%
7,2200,0.36,30,*GH014023,open_crack
7,2200,0.36,30,*GH014026,open_crack
7,2200,0.22,60,*GH014029,longitudinal_more_than_75%
7,2200,0.22,60,*GH014030,longitudinal_more_than_75%
7,2200,0.22,60,*GH014031,longitudinal_more_than_75%
7,2200,0.22,60,*GH014032,longitudinal_more_than_75%
7,2200,0.22,60,*GH014033,longitudinal_more_than_75%
7,2200,0.22,60,*GH014034,longitudinal_more_than_75%
7,2200,0.22,60,*GH014032,circumferential_between_50_75%
7,2200,0.22,60,*GH014029,circumferential_more_than_75%
7,2200,0.22,60,*GH014030,circumferential_more_than_75%
7,2200,0.22,60,*GH014031,circumferential_more_than_75%
7,2200,0.22,60,*GH014033,circumferential_more_than_75%
7,2200,0.22,60,*GH014034,circumferential_more_than_75%
7,2200,0.22,60,*GH014029,open_crack
7,2200,0.22,60,*GH014030,open_crack
7,2200,0.22,60,*GH014031,open_crack
7,2200,0.22,60,*GH014032,open_crack
7,2200,0.22,60,*GH014033,open_crack
7,2200,0.22,60,*GH014034,open_crack
7,2200,0.36,60,*GH014038,longitudinal_between_50_75%
7,2200,0.36,60,*GH014035,longitudinal_more_than_75%
7,2200,0.36,60,*GH014036,longitudinal_more_than_75%
7,2200,0.36,60,*GH014037,longitudinal_more_than_75%
7,2200,0.36,60,*GH014039,longitudinal_more_than_75%
7,2200,0.36,60,*GH014040,longitudinal_more_than_75%
7,2200,0.36,60,*GH014035,circumferential_less_than_25%
7,2200,0.36,60,*GH014038,circumferential_less_than_25%
7,2200,0.36,60,*GH014037,circumferential_between_25_50%
7,2200,0.36,60,*GH014039,circumferential_between_25_50%
7,2200,0.36,60,*GH014040,circumferential_between_25_50%
7,2200,0.36,60,*GH014036,circumferential_more_than_75%
7,2200,0.36,60,*GH014036,open_crack
7,2200,0.36,60,*GH014037,open_crack
7,2200,0.36,60,*GH014039,open_crack
7,2200,0.36,60,*GH014040,open_crack
7,2200,0.36,60,*GH014036,crushed
7,2200,0.36,45,*GH014043,untouched
7,2200,0.36,45,*GH014041,longitudinal_more_than_75%
7,2200,0.36,45,*GH014042,longitudinal_more_than_75%
7,2200,0.36,45,*GH014044,longitudinal_more_than_75%
7,2200,0.36,45,*GH014045,longitudinal_more_than_75%
7,2200,0.36,45,*GH014046,longitudinal_more_than_75%
7,2200,0.36,45,*GH014042,circumferential_less_than_25%
7,2200,0.36,45,*GH014044,circumferential_less_than_25%
7,2200,0.36,45,*GH014046,circumferential_between_25_50%
7,2200,0.36,45,*GH014041,circumferential_between_50_75%
7,2200,0.36,45,*GH014045,circumferential_between_50_75%
7,2200,0.36,45,*GH014041,open_crack
7,2200,0.36,45,*GH014045,open_crack
7,2200,0.36,45,*GH014046,open_crack
7,2200,0.22,45,*GH014047,longitudinal_more_than_75%
7,2200,0.22,45,*GH014048,longitudinal_more_than_75%
7,2200,0.22,45,*GH014050,longitudinal_more_than_75%
7,2200,0.22,45,*GH014051,longitudinal_more_than_75%
7,2200,0.22,45,*GH014048,circumferential_between_50_75%
7,2200,0.22,45,*GH014049,circumferential_between_50_75%
7,2200,0.22,45,*GH014047,circumferential_more_than_75%
7,2200,0.22,45,*GH014050,circumferential_more_than_75%
7,2200,0.22,45,*GH014051,circumferential_more_than_75%
7,2200,0.22,45,*GH014047,open_crack
7,2200,0.22,45,*GH014048,open_crack
7,2200,0.22,45,*GH014049,open_crack
7,2200,0.22,45,*GH014050,open_crack
7,2200,0.22,45,*GH014051,open_crack
7,2200,0.29,30,*GH014052,longitudinal_more_than_75%
7,2200,0.29,30,*GH014053,longitudinal_more_than_75%
7,2200,0.29,30,*GH014054,longitudinal_more_than_75%
7,2200,0.29,30,*GH014055,longitudinal_more_than_75%
7,2200,0.29,30,*GH014056,longitudinal_more_than_75%
7,2200,0.29,30,*GH014057,longitudinal_more_than_75%
7,2200,0.29,30,*GH014052,circumferential_between_25_50%
7,2200,0.29,30,*GH014054,circumferential_between_25_50%
7,2200,0.29,30,*GH014056,circumferential_between_25_50%
7,2200,0.29,30,*GH014057,circumferential_between_50_75%
7,2200,0.29,30,*GH014053,circumferential_more_than_75%
7,2200,0.29,30,*GH014055,circumferential_more_than_75%
7,2200,0.29,30,*GH014052,open_crack
7,2200,0.29,30,*GH014053,open_crack
7,2200,0.29,30,*GH014054,open_crack
7,2200,0.29,30,*GH014055,open_crack
7,2200,0.29,30,*GH014056,open_crack
7,2200,0.29,30,*GH014057,open_crack
7,2200,0.22,30,*GH014058,longitudinal_more_than_75%
7,2200,0.22,30,*GH014059,longitudinal_more_than_75%
7,2200,0.22,30,*GH014060,longitudinal_more_than_75%
7,2200,0.22,30,*GH014061,longitudinal_more_than_75%
7,2200,0.22,30,*GH014062,longitudinal_more_than_75%
7,2200,0.22,30,*GH014063,longitudinal_more_than_75%
7,2200,0.22,30,*GH014062,circumferential_between_50_75%
7,2200,0.22,30,*GH014058,circumferential_more_than_75%
7,2200,0.22,30,*GH014059,circumferential_more_than_75%
7,2200,0.22,30,*GH014060,circumferential_more_than_75%
7,2200,0.22,30,*GH014061,circumferential_more_than_75%
7,2200,0.22,30,*GH014063,circumferential_more_than_75%
7,2200,0.22,30,*GH014058,open_crack
7,2200,0.22,30,*GH014059,open_crack
7,2200,0.22,30,*GH014060,open_crack
